Instance, Best_Cost
drmx-cryptogen_wt-wolfram72_2.wcnf,9288
drmx-cryptogen_wt-wolfram72_8.wcnf,9288
drmx-cryptogen_wt-wolfram80_3.wcnf,11440
drmx-cryptogen_wt-wolfram80_4.wcnf,11440
drmx-cryptogen_wt-wolfram80_8.wcnf,11440
drmx-cryptogen_wt-wolfram80_9.wcnf,11440
frb_wt-frb10-6-1.wcnf,50
frb_wt-frb10-6-2.wcnf,50
frb_wt-frb10-6-3.wcnf,50
frb_wt-frb15-9-1.wcnf,120
frb_wt-frb15-9-2.wcnf,120
frb_wt-frb15-9-3.wcnf,120
frb_wt-frb20-11-2.wcnf,200
frb_wt-frb25-13-1.wcnf,300
frb_wt-frb25-13-3.wcnf,300
frb_wt-frb25-13-5.wcnf,300
frb_wt-frb30-15-1.wcnf,420
frb_wt-frb30-15-3.wcnf,420
frb_wt-frb30-15-4.wcnf,420
frb_wt-frb35-17-5.wcnf,560
frb_wt-frb40-19-4.wcnf,720
generalized-ising_wt-IS11_5.0.5.0.0.5_softer_periodic.wcnf,111911777649462
generalized-ising_wt-IS12_5.0.5.0.0.5_softer_periodic.wcnf,113011777649462
generalized-ising_wt-IS13_5.0.5.0.0.5_softer_periodic.wcnf,119401387482250
generalized-ising_wt-IS15_5.0.5.0.0.5_softer_periodic.wcnf,114658059944605
generalized-ising_wt-IS16_5.0.5.0.0.5_softer_periodic.wcnf,115258059944605
generalized-ising_wt-IS17_5.0.5.0.0.5_softer_periodic.wcnf,115889374987694
generalized-ising_wt-IS20_5.0.5.0.0.5_softer_periodic.wcnf,119321209148950
generalized-ising_wt-IS22_5.0.5.0.0.5_softer_periodic.wcnf,118821209148950
generalized-ising_wt-IS23_5.0.5.0.0.5_softer_periodic.wcnf,118321209148950
generalized-ising_wt-IS3_5.0.5.0.0.5_softer_periodic.wcnf,116770994747962
generalized-ising_wt-IS4_5.0.5.0.0.5_softer_periodic.wcnf,115857504490145
generalized-ising_wt-IS5_5.0.5.0.0.5_softer_periodic.wcnf,114843630201205
generalized-ising_wt-IS6_5.0.5.0.0.5_softer_periodic.wcnf,113797656078081
generalized-ising_wt-IS7_5.0.5.0.0.5_softer_periodic.wcnf,112706601923009
generalized-ising_wt-IS9_5.0.5.0.0.5_softer_periodic.wcnf,110066981524169
haplotyping-pedigrees_wt-ped2.B.recomb1-0.10-10.wcnf,6
haplotyping-pedigrees_wt-ped2.B.recomb1-0.10-6.wcnf,7
haplotyping-pedigrees_wt-ped2.B.recomb1-0.20-11.wcnf,7
haplotyping-pedigrees_wt-ped2.G.recomb1-0.01-3.wcnf,5266
haplotyping-pedigrees_wt-ped2.G.recomb1-0.01-4.wcnf,7009
haplotyping-pedigrees_wt-ped2.G.recomb1-0.10-7.wcnf,3522
haplotyping-pedigrees_wt-ped2.G.recomb1-0.20-11.wcnf,4103
haplotyping-pedigrees_wt-ped2.G.recomb1-0.20-13.wcnf,6430
haplotyping-pedigrees_wt-ped2.G.recomb10-0.01-5.wcnf,59945
haplotyping-pedigrees_wt-ped2.G.recomb5-0.01-4.wcnf,21555
haplotyping-pedigrees_wt-ped2.G.recomb5-0.10-6.wcnf,27380
haplotyping-pedigrees_wt-ped2.G.recomb5-0.20-14.wcnf,20976
haplotyping-pedigrees_wt-ped3.F.recomb10-0.01-2.wcnf,8900
haplotyping-pedigrees_wt-ped3.F.recomb10-0.20-11.wcnf,4807
haplotyping-pedigrees_wt-ped3.G.recomb10-0.01-3.wcnf,15414
hs-timetabling_wt-BrazilInstance1.xml.wcnf,38
hs-timetabling_wt-BrazilInstance2.xml.wcnf,5
hs-timetabling_wt-BrazilInstance4.xml.wcnf,55
hs-timetabling_wt-BrazilInstance5.xml.wcnf,19
hs-timetabling_wt-BrazilInstance6.xml.wcnf,44
hs-timetabling_wt-BrazilInstance7.xml.wcnf,74
hs-timetabling_wt-FinlandArtificialSchool.xml.wcnf,2
hs-timetabling_wt-FinlandCollege.xml.wcnf,13
hs-timetabling_wt-FinlandHighSchool.xml.wcnf,4
hs-timetabling_wt-FinlandSecondarySchool.xml.wcnf,104
hs-timetabling_wt-GreeceThirdHighSchoolPatras2010.xml.wcnf,31
hs-timetabling_wt-ItalyInstance1.xml.wcnf,12
hs-timetabling_wt-ItalyInstance4.xml.wcnf,59
hs-timetabling_wt-SouthAfricaLewitt2009.xml.wcnf,2
judgment-aggregation-ja-kemeny-preflib-00043-00000180.wcnf,433
judgment-aggregation-ja-kemeny-preflib-00049-00000107.wcnf,423
judgment-aggregation-ja-kemeny-preflib-00049-00000287.wcnf,782
judgment-aggregation-ja-kemeny-preflib-00049-00000353.wcnf,554
judgment-aggregation-ja-kemeny-preflib-00049-00000377.wcnf,647
judgment-aggregation-ja-kemeny-preflib-00049-00000405.wcnf,504
judgment-aggregation-ja-kemeny-preflib-00049-00000468.wcnf,548
judgment-aggregation-ja-kemeny-preflib-00049-00000614.wcnf,792
judgment-aggregation-ja-kemeny-preflib-00051-00000007.wcnf,545
judgment-aggregation-ja-kemeny-preflib-00051-00000009.wcnf,633
max-realizability_wt-power-distribution_10_2.wcnf,60
max-realizability_wt-power-distribution_10_4.wcnf,60
max-realizability_wt-power-distribution_12_3.wcnf,216
max-realizability_wt-power-distribution_12_4.wcnf,216
max-realizability_wt-power-distribution_12_8.wcnf,216
max-realizability_wt-power-distribution_2_2.wcnf,10
max-realizability_wt-power-distribution_3_3.wcnf,1
max-realizability_wt-power-distribution_3_4.wcnf,1
max-realizability_wt-power-distribution_3_5.wcnf,1
max-realizability_wt-power-distribution_3_8.wcnf,1
max-realizability_wt-power-distribution_7_4.wcnf,18
max-realizability_wt-power-distribution_9_4.wcnf,18
max-realizability_wt-power-distribution_9_6.wcnf,18
max-realizability_wt-robot-navigation_10.wcnf,14
metro_wt-metro_8_8_5_20_10_6_500_1_0.lp.sm-extracted.wcnf,82
metro_wt-metro_8_8_5_20_10_6_500_1_1.lp.sm-extracted.wcnf,89
metro_wt-metro_8_8_5_20_10_6_500_1_7.lp.sm-extracted.wcnf,89
metro_wt-metro_9_8_7_22_10_6_500_1_1.lp.sm-extracted.wcnf,52
metro_wt-metro_9_8_7_22_10_6_500_1_2.lp.sm-extracted.wcnf,60
metro_wt-metro_9_8_7_22_10_6_500_1_4.lp.sm-extracted.wcnf,64
metro_wt-metro_9_8_7_30_10_6_500_1_0.lp.sm-extracted.wcnf,41
metro_wt-metro_9_8_7_30_10_6_500_1_3.lp.sm-extracted.wcnf,44
metro_wt-metro_9_8_7_30_10_6_500_1_7.lp.sm-extracted.wcnf,47
metro_wt-metro_9_8_7_30_10_6_500_1_8.lp.sm-extracted.wcnf,55
metro_wt-metro_9_9_10_35_13_7_500_2_1.lp.sm-extracted.wcnf,22
metro_wt-metro_9_9_10_35_13_7_500_2_4.lp.sm-extracted.wcnf,35
metro_wt-metro_9_9_10_35_13_7_500_2_6.lp.sm-extracted.wcnf,15
metro_wt-metro_9_9_10_35_13_7_500_2_7.lp.sm-extracted.wcnf,37
mpe_wt-random-net-100-2_network-4.net.wcnf,88623
mpe_wt-random-net-120-1_network-9.net.wcnf,109910
mpe_wt-random-net-180-1_network-3.net.wcnf,163447
mpe_wt-random-net-20-4_network-3.net.wcnf,14993
mpe_wt-random-net-20-4_network-7.net.wcnf,17440
mpe_wt-random-net-220-1_network-4.net.wcnf,192973
mpe_wt-random-net-30-2_network-10.net.wcnf,26679
mpe_wt-random-net-30-2_network-4.net.wcnf,28871
mpe_wt-random-net-30-3_network-3.net.wcnf,27471
mpe_wt-random-net-30-4_network-9.net.wcnf,27749
mpe_wt-random-net-30-5_network-10.net.wcnf,20279
mpe_wt-random-net-300-1_network-8.net.wcnf,276151
mpe_wt-random-net-40-2_network-10.net.wcnf,33893
mpe_wt-random-net-50-4_network-2.net.wcnf,40906
mpmcs_wt-test13--n-2500.wcnf,10769787
mpmcs_wt-test17--n-2500.wcnf,284520
mpmcs_wt-test21--n-5000.wcnf,217397271
mpmcs_wt-test25--n-5000.wcnf,1858
mpmcs_wt-test30--n-5000.wcnf,970
mpmcs_wt-test31--n-5000.wcnf,2530
mpmcs_wt-test36--n-5000.wcnf,19249301
mpmcs_wt-test43--n-7500.wcnf,1095
mpmcs_wt-test45--n-7500.wcnf,235979386
mpmcs_wt-test47--n-7500.wcnf,644477962
mpmcs_wt-test52--n-7500.wcnf,738
mpmcs_wt-test63--n-10000.wcnf,43
mpmcs_wt-test64--n-10000.wcnf,127
mpmcs_wt-test75--n-10000.wcnf,639112478
mpmcs_wt-test76--n-10000.wcnf,307525901
planning-bnn-inventory_2_5.wcnf,9
planning-bnn-inventory_2_6.wcnf,16
planning-bnn-inventory_2_7.wcnf,18
planning-bnn-inventory_4_6.wcnf,10
planning-bnn-inventory_4_7.wcnf,15
planning-bnn-inventory_4_8.wcnf,17
planning_wt-bwt4bc.wcsp.wcnf,355
planning_wt-bwt5bc.wcsp.dir.wcnf,410
planning_wt-bwt7.wcsp.wcnf,780
planning_wt-depot01c.wcsp.dir.wcnf,1680
planning_wt-depot01c.wcsp.wcnf,1720
planning_wt-driverlog01bc.wcsp.dir.wcnf,2245
planning_wt-driverlog02c.wcsp.wcnf,2010
planning_wt-driverlog04cc.wcsp.wcnf,2932
planning_wt-driverlog08bc.wcsp.dir.wcnf,2282
planning_wt-logistics01bc.wcsp.wcnf,8035
planning_wt-mprime01ac.wcsp.wcnf,250
planning_wt-mprime01cc.wcsp.wcnf,603
planning_wt-mprime04cc.wcsp.dir.wcnf,931
planning_wt-mprime04cc.wcsp.wcnf,931
planning_wt-rovers02cc.wcsp.wcnf,1668
preference_planning_wt-WCNF_pathways_p01.wcnf,2
preference_planning_wt-WCNF_pathways_p02.wcnf,3
preference_planning_wt-WCNF_pathways_p06.wcnf,64
preference_planning_wt-WCNF_pathways_p09.wcnf,157
preference_planning_wt-WCNF_pathways_p10.wcnf,129
preference_planning_wt-WCNF_pathways_p11.wcnf,118
preference_planning_wt-WCNF_pathways_p16.wcnf,257
preference_planning_wt-WCNF_pathways_p18.wcnf,228
preference_planning_wt-WCNF_pathways_p20.wcnf,247
preference_planning_wt-WCNF_storage_p02.wcnf,5
preference_planning_wt-WCNF_storage_p03.wcnf,18
preference_planning_wt-WCNF_storage_p04.wcnf,38
preference_planning_wt-WCNF_storage_p07.wcnf,277
protein_ins_wt-1bpi_.2knt_.g.wcnf.t.wcnf,2407
protein_ins_wt-1bpi_.5pti_.g.wcnf.t.wcnf,2974
protein_ins_wt-1knt_.1bpi_.g.wcnf.t.wcnf,2464
protein_ins_wt-1knt_.2knt_.g.wcnf.t.wcnf,1767
protein_ins_wt-1knt_.5pti_.g.wcnf.t.wcnf,2208
protein_ins_wt-1vii_.1cph_.g.wcnf.t.wcnf,165
protein_ins_wt-2knt_.5pti_.g.wcnf.t.wcnf,2156
protein_ins_wt-3ebx_.1era_.g.wcnf.t.wcnf,2517
protein_ins_wt-3ebx_.6ebx_.g.wcnf.t.wcnf,1740
protein_ins_wt-6ebx_.1era_.g.wcnf.t.wcnf,1646
protein_ins_wt-p1.wcnf.t.wcnf,2407
protein_ins_wt-sandiaprotein.g.wcnf.t.wcnf,2248
pseudoBoolean_wt-normalized-factor-size=9-P=101-Q=379.opb.wcnf,101
pseudoBoolean_wt-normalized-factor-size=9-P=127-Q=487.opb.wcnf,127
pseudoBoolean_wt-normalized-factor-size=9-P=149-Q=163.opb.wcnf,149
pseudoBoolean_wt-normalized-factor-size=9-P=17-Q=487.opb.wcnf,17
pseudoBoolean_wt-normalized-factor-size=9-P=173-Q=211.opb.wcnf,173
pseudoBoolean_wt-normalized-factor-size=9-P=223-Q=307.opb.wcnf,223
pseudoBoolean_wt-normalized-factor-size=9-P=23-Q=379.opb.wcnf,23
pseudoBoolean_wt-normalized-factor-size=9-P=251-Q=307.opb.wcnf,251
pseudoBoolean_wt-normalized-factor-size=9-P=31-Q=439.opb.wcnf,31
pseudoBoolean_wt-normalized-factor-size=9-P=317-Q=389.opb.wcnf,317
pseudoBoolean_wt-normalized-factor-size=9-P=347-Q=487.opb.wcnf,347
pseudoBoolean_wt-normalized-factor-size=9-P=397-Q=449.opb.wcnf,397
pseudoBoolean_wt-normalized-factor-size=9-P=443-Q=487.opb.wcnf,443
pseudoBoolean_wt-normalized-factor-size=9-P=89-Q=487.opb.wcnf,89
qcp_wt-file_qc_wcnf_N10_H60_0.wcnf,2
qcp_wt-file_qc_wcnf_N10_H60_2.wcnf,2
qcp_wt-file_qc_wcnf_N10_H60_3.wcnf,2
qcp_wt-file_qc_wcnf_N6_H21_2.wcnf,2
qcp_wt-file_qc_wcnf_N6_H21_3.wcnf,2
qcp_wt-file_qc_wcnf_N6_H21_4.wcnf,2
qcp_wt-file_qc_wcnf_N7_H29_0.wcnf,2
qcp_wt-file_qc_wcnf_N7_H29_1.wcnf,2
qcp_wt-file_qc_wcnf_N7_H29_3.wcnf,2
qcp_wt-file_qc_wcnf_N7_H29_4.wcnf,2
qcp_wt-file_qc_wcnf_N8_H38_0.wcnf,2
qcp_wt-file_qc_wcnf_N8_H38_2.wcnf,2
qcp_wt-file_qc_wcnf_N8_H38_4.wcnf,2
qcp_wt-file_qc_wcnf_N9_H48_2.wcnf,2
qcp_wt-file_qc_wcnf_N9_H48_4.wcnf,2
quantum-circuit-ae_5_20_ibmq-casablanca_7.wcnf,15
quantum-circuit-grover-noancilla_4_52_ibmq-casablanca_7.wcnf,27
quantum-circuit-grover-v-chain_4_52_ibmq-casablanca_7.wcnf,27
quantum-circuit-portfoliovqe_4_18_ibmq-casablanca_7.wcnf,24
quantum-circuit-portfoliovqe_4_18_rigetti-agave_8.wcnf,33
quantum-circuit-qaoa_4_16_ibmq-casablanca_7.wcnf,12
quantum-circuit-qft_5_26_ibmq-casablanca_7.wcnf,15
quantum-circuit-qftentangled_4_21_ibmq-casablanca_7.wcnf,15
quantum-circuit-qftentangled_5_30_ibmq-london_5.wcnf,27
quantum-circuit-qftentangled_5_48_rigetti-agave_8.wcnf,24
quantum-circuit-qwalk-v-chain_3_30_ibmq-casablanca_7.wcnf,30
quantum-circuit-su2random_4_18_ibmq-casablanca_7.wcnf,24
quantum-circuit-su2random_5_30_ibmq-london_5.wcnf,51
quantum-circuit-vqe_4_12_ibmq-casablanca_7.wcnf,15
quantum-circuit-vqe_5_20_ibmq-london_5.wcnf,33
railway-transport_wt-bf2030fvcons.wcnf,3271
railway-transport_wt-bf2030fvslack.wcnf,245735
railway-transport_wt-r11.wcnf,45935393
railway-transport_wt-wg2.wcnf,78
ramsey_wt-ram_k3_n14.ra1.wcnf,3025
ramsey_wt-ram_k3_n16.ra1.wcnf,7271
ramsey_wt-ram_k3_n19.ra1.wcnf,20665
ramsey_wt-ram_k4_n19.ra1.wcnf,1287
relational-inference_wt-ar-1.wcnf,25062
relational-inference_wt-ar-2.wcnf,394794
relational-inference_wt-ar-3.wcnf,43814
relational-inference_wt-rc-2.wcnf,5722
relational-inference_wt-rc-3.wcnf,5722
rna-alignment_wt-k100-18-95.rna.pre.wcnf,1930
rna-alignment_wt-k100-35-86.rna.pre.wcnf,2194
rna-alignment_wt-k100-42-56.rna.pre.wcnf,1838
rna-alignment_wt-k100-67-93.rna.pre.wcnf,1683
rna-alignment_wt-k100-71-84.rna.pre.wcnf,1935
rna-alignment_wt-k50-28-88.rna.pre.wcnf,522
rna-alignment_wt-k50-4-57.rna.pre.wcnf,439
rna-alignment_wt-random-dif-13.rna.pre.wcnf,604
rna-alignment_wt-random-dif-19.rna.pre.wcnf,432
rna-alignment_wt-random-dif-5.rna.pre.wcnf,730
rna-alignment_wt-random-dif-9.rna.pre.wcnf,456
rna-alignment_wt-random-same-17.rna.pre.wcnf,434
rna-alignment_wt-random-same-18.rna.pre.wcnf,894
rna-alignment_wt-random-same-20.rna.pre.wcnf,463
rna-alignment_wt-random-same-5.rna.pre.wcnf,456
setcover_wt-rail4284.wcnf,1166
setcover_wt-rail4872.wcnf,1654
setcover_wt-rail516.wcnf,186
setcover_wt-rail582.wcnf,221
shiftdesign_wt-limits-10-10_data-1_inst-005_60m.sm-extracted.wcnf,1674983
shiftdesign_wt-limits-10-10_data-1_inst-031_60m.sm-extracted.wcnf,326
shiftdesign_wt-limits-10-10_data-1_inst-048_60m.sm-extracted.wcnf,1592498
shiftdesign_wt-limits-10-10_data-1_inst-068_30m.sm-extracted.wcnf,5536663
shiftdesign_wt-limits-10-10_data-1_inst-081_60m.sm-extracted.wcnf,501
shiftdesign_wt-limits-10-10_data-1_inst-099_60m.sm-extracted.wcnf,761
spot5_wt-1502.wcsp.log.wcnf,28042
spot5_wt-28.wcsp.dir.wcnf,270105
spot5_wt-29.wcsp.log.wcnf,8059
spot5_wt-404.wcsp.dir.wcnf,114
spot5_wt-414.wcsp.dir.wcnf,38478
spot5_wt-42.wcsp.dir.wcnf,155050
spot5_wt-505.wcsp.dir.wcnf,21253
spot5_wt-505.wcsp.log.wcnf,21253
spot5_wt-54.wcsp.log.wcnf,37
staff-scheduling_wt-instance1.wcnf,607
staff-scheduling_wt-instance10.wcnf,5095
staff-scheduling_wt-instance11.wcnf,3593
staff-scheduling_wt-instance12.wcnf,4518
staff-scheduling_wt-instance4.wcnf,1724
staff-scheduling_wt-instance5.wcnf,1153
staff-scheduling_wt-instance6.wcnf,1963
staff-scheduling_wt-instance7.wcnf,1092
staff-scheduling_wt-instance8.wcnf,1393
staff-scheduling_wt-instance9.wcnf,565
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_100.wcnf,20
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_150.wcnf,70
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_200.wcnf,100
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_58.wcnf,4
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_62.wcnf,2
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_64.wcnf,6
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_68.wcnf,12
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_80.wcnf,14
switchingactivitymaximization-SwitchingActivityMaximization_OpenRISC1200_90.wcnf,22
synplicate-AutoTaxi-run1-ms_0_62_0.9333333333333333_erm.wcnf,202
synplicate-AutoTaxi-run2-ms_0_41_0.9429429429429429_erm.wcnf,219
synplicate-AutoTaxi-run2-ms_0_62_0.9429429429429429_erm.wcnf,198
synplicate-AutoTaxi-run2-ms_0_77_0.918918918918919_erm.wcnf,184
synplicate-AutoTaxi-run3-ms_0_47_0.96_erm.wcnf,204
synplicate-AutoTaxi-run3-ms_0_50_0.96_erm.wcnf,201
synplicate-AutoTaxi-run3-ms_0_71_0.92_erm.wcnf,181
synplicate-AutoTaxi-run4-ms_0_100_0_erm.wcnf,287
synplicate-AutoTaxi-run4-ms_0_84_0.9015384615384615_erm.wcnf,296
synplicate-AutoTaxi-run4-ms_0_96_0.8861538461538462_erm.wcnf,289
synplicate-BankLoan-run1-ms_0_28_0.955_erm.wcnf,284
synplicate-BankLoan-run2-ms_0_28_0.9671232876712329_erm.wcnf,281
synplicate-BankLoan-run2-ms_0_65_0.9671232876712329_erm.wcnf,245
synplicate-BankLoan-run2-ms_0_80_0.8191780821917808_erm.wcnf,231
synplicate-BankLoan-run3-ms_0_38_0.9123287671232877_erm.wcnf,276
synplicate-BankLoan-run3-ms_0_80_0.8273972602739726_erm.wcnf,234
synplicate-BankLoan-run3-ms_0_86_0.8273972602739726_erm.wcnf,229
synplicate-BankLoan-run4-ms_0_62_0.9325657894736842_erm.wcnf,254
synplicate-BankLoan-run4-ms_0_71_0.9325657894736842_erm.wcnf,245
synplicate-TheoremProver-run1-ms_0_100_0_erm.wcnf,289
synplicate-TheoremProver-run1-ms_0_36_0.906060606060606_erm.wcnf,353
synplicate-TheoremProver-run2-ms_0_80_0.8582278481012658_erm.wcnf,277
synplicate-TheoremProver-run3-ms_0_17_0.8771653543307086_erm.wcnf,341
synplicate-TheoremProver-run3-ms_0_32_0.8771653543307086_erm.wcnf,326
synplicate-TheoremProver-run3-ms_0_68_0.8488188976377953_erm.wcnf,290
tcp_wt-tcp_students_105_it_10.wcnf,3510
tcp_wt-tcp_students_105_it_12.wcnf,3327
tcp_wt-tcp_students_105_it_6.wcnf,2994
tcp_wt-tcp_students_105_it_8.wcnf,3324
tcp_wt-tcp_students_105_it_9.wcnf,3216
tcp_wt-tcp_students_112_it_13.wcnf,2958
tcp_wt-tcp_students_91_it_12.wcnf,2166
tcp_wt-tcp_students_91_it_13.wcnf,2730
tcp_wt-tcp_students_91_it_14.wcnf,2208
tcp_wt-tcp_students_91_it_2.wcnf,3024
tcp_wt-tcp_students_91_it_5.wcnf,2616
tcp_wt-tcp_students_98_it_14.wcnf,3063
tcp_wt-tcp_students_98_it_2.wcnf,2580
tcp_wt-tcp_students_98_it_3.wcnf,3024
timetabling_wt-EA08.lp.sm-extracted.wcnf,16
timetabling_wt-EA09.lp.sm-extracted.wcnf,4
timetabling_wt-Udine1.lp.sm-extracted.wcnf,67
timetabling_wt-Udine2.lp.sm-extracted.wcnf,9
timetabling_wt-Udine5.lp.sm-extracted.wcnf,55
timetabling_wt-Udine6.lp.sm-extracted.wcnf,47
timetabling_wt-Udine7.lp.sm-extracted.wcnf,5
timetabling_wt-comp08.lp.sm-extracted.wcnf,19
timetabling_wt-comp10.wcnf,4
timetabling_wt-comp12.wcnf,396
timetabling_wt-comp13.lp.sm-extracted.wcnf,31
timetabling_wt-comp14.wcnf,51
upgradeability_wt-deb285a6-db9e-11df-8f4f-00163e3d3b7c_l2.wcnf,4569599
upgradeability_wt-f4ebf9e0-360e-11e0-9e6c-00163e3d3b7c_l1.wcnf,4661351
upgradeability_wt-mancoosi-test-i10d0u98-16.wcnf,1780806
upgradeability_wt-mancoosi-test-i10d0u98-8.wcnf,1780768
upgradeability_wt-mancoosi-test-i2000d0u98-36.wcnf,332566184
upgradeability_wt-mancoosi-test-i2000d0u98-37.wcnf,362510425
upgradeability_wt-mancoosi-test-i2000d0u98-39.wcnf,347556415
upgradeability_wt-mancoosi-test-i20d0u98-0.wcnf,1780797
upgradeability_wt-mancoosi-test-i20d0u98-16.wcnf,1780789
upgradeability_wt-mancoosi-test-i3000d0u98-61.wcnf,558019587
upgradeability_wt-mancoosi-test-i30d0u98-3.wcnf,1780860
upgradeability_wt-mancoosi-test-i4000d0u98-80.wcnf,828516449
upgradeability_wt-mancoosi-test-i4000d0u98-81.wcnf,1038888656
upgradeability_wt-rand393_l1.wcnf,231003
upgradeability_wt-rand981_l2.wcnf,1878215
warehouses_wt-cap131.wcsp.wcnf,7978915
warehouses_wt-cap132.wcsp.wcnf,8587809
warehouses_wt-cap71.wcsp.wcnf,9326513
warehouses_wt-cap72.wcsp.wcnf,9777981
warehouses_wt-cap91.wcsp.wcnf,8001890
warehouses_wt-cap92.wcsp.wcnf,8581017
warehouses_wt-warehouse0.wcsp.wcnf,328
warehouses_wt-warehouse1.wcsp.wcnf,730567
